name,brand,ram,ssd,old_price,current_price,gift,total_rating,avg_score,link
Lenovo Ideapad Slim 3 15IAH8 i5 12450H (83ER000EVN),Lenovo,RAM 16 GB,SSD 512 GB,15.990.000₫,14.390.000₫,Quà1.090.000₫,11,4.5,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-3-15iah8-i5-83er00evn
Asus Vivobook Go 15 E1504FA R5 7520U (NJ776W),Asus,RAM 16 GB,SSD 512 GB,14.490.000₫,12.490.000₫,Quà1.090.000₫,31,4.0,https://www.thegioididong.com/laptop/asus-vivobook-go-15-e1504fa-r5-nj776w
Dell Inspiron 15 3520 i5 1235U,Dell,RAM 16 GB,SSD 512 GB,16.990.000₫,16.490.000₫,Quà100.000₫,13,4.0,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-25p231?utm_flashsale=1
HP 245 G10 R5 7530U (A20TDPT),HP,RAM 8 GB,SSD 512 GB,14.590.000₫,12.190.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/hp-245-g10-r5-a20tdpt
Acer Aspire 3 A315 510P 32EF i3 N305 (NX.KDHSV.001),Acer,RAM 8 GB,SSD 256 GB,9.990.000₫,8.990.000₫,Quà1.090.000₫,26,4.5,https://www.thegioididong.com/laptop/acer-aspire-3-a315-510p-32ef-i3-nxkdhsv001
Lenovo LOQ Gaming 15IAX9 i5 12450HX (83GS000JVN),Lenovo,RAM 16 GB,SSD 512 GB,24.990.000₫,21.690.000₫,Quà1.090.000₫,5,4.0,https://www.thegioididong.com/laptop/lenovo-loq-gaming-15iax9-i5-83gs000jvn
Asus Vivobook 15 X1504ZA i3 1215U (NJ102W),Asus,RAM 8 GB,SSD 512 GB,12.290.000₫,10.690.000₫,Quà1.090.000₫,10,4.0,https://www.thegioididong.com/laptop/asus-vivobook-15-x1504za-i3-nj102w
HP 240 G8 i3 1115G4 (6L1A2PA),HP,RAM 8 GB,SSD 512 GB,12.790.000₫,9.490.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/hp-240-g8-i3-6l1a2pa
MacBook Air 13 inch M1,MacBook,RAM 8 GB,SSD 256 GB,19.990.000₫,19.490.000₫,Quà500.000₫,210,4.0,https://www.thegioididong.com/laptop/apple-macbook-air-2020-mgn63saa
HP Pavilion 15 eg2081TU i5 1240P (7C0Q4PA),HP,RAM 16 GB,SSD 512 GB,20.990.000₫,17.490.000₫,Quà1.090.000₫,30,4.0,https://www.thegioididong.com/laptop/hp-pavilion-15-eg2081tu-i5-7c0q4pa
HP 15 fd0234TU i5 1334U (9Q969PA),HP,RAM 16 GB,SSD 512 GB,19.790.000₫,17.190.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/hp-15-fd0234tu-i5-9q969pa
Dell Inspiron 15 3520 i5 1235U (N5I5052W1),Dell,RAM 16 GB,SSD 512 GB,16.990.000₫,16.490.000₫,Quà100.000₫,0,0.0,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-n5i5052w1
Asus Vivobook X1404ZA i5 1235U (NK376W),Asus,RAM 16 GB,SSD 512 GB,16.490.000₫,14.590.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/asus-vivobook-x1404za-i5-nk376w
Acer Aspire Lite 15 51M 55NB i5 1155G7 (NX.KRSSV.001),Acer,RAM 8 GB,SSD 512 GB,12.990.000₫,11.990.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/acer-aspire-lite-15-51m-55nb-i5-nxkrssv001
MacBook Air 13 inch M2 2022 8-core CPU,MacBook,RAM 8 GB,SSD 256 GB,27.090.000₫,26.290.000₫,Quà2.100.000₫,77,5.0,https://www.thegioididong.com/laptop/apple-macbook-air-m2-2022
Asus TUF Gaming F15 FX507ZC4 i5 12500H (HN229W),Asus,RAM 16 GB,SSD 1 TB,25.990.000₫,21.390.000₫,Quà1.090.000₫,13,4.0,https://www.thegioididong.com/laptop/asus-tuf-gaming-f15-fx507zc4-i5-hn229w
Acer Gaming Aspire 5 A515 58GM 51LB i5 13420H (NX.KQ4SV.002),Acer,RAM 16 GB,SSD 512 GB,20.490.000₫,17.990.000₫,Quà1.090.000₫,23,4.0,https://www.thegioididong.com/laptop/acer-aspire-5-a515-58gm-51lb-i5-nxkq4sv002
Acer Aspire Lite 14 51M 59BN i5 1235U (NX.KTXSV.001),Acer,RAM 16 GB,SSD 512 GB,14.990.000₫,14.490.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/acer-aspire-lite-14-51m-59bn-i5-nxktxsv001
Lenovo Ideapad 1 15ALC7 R7 5700U (82R400C1VN),Lenovo,RAM 16 GB,SSD 512 GB,13.990.000₫,12.690.000₫,Quà1.090.000₫,3,5.0,https://www.thegioididong.com/laptop/lenovo-ideapad-1-15alc7-r7-82r400c1vn
HP 15 fd0303TU i3 1315U (A2NL4PA),HP,RAM 8 GB,SSD 512 GB,13.490.000₫,11.790.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/hp-15-fd0303tu-i3-a2nl4pa
HP 15s fq5229TU i3 1215U (8U237PA),HP,RAM 8 GB,SSD 512 GB,13.690.000₫,10.790.000₫,Quà1.090.000₫,18,4.0,https://www.thegioididong.com/laptop/hp-15s-fq5229tu-i3-8u237pa
Asus Vivobook X1404ZA i3 1215U (NK246W),Asus,RAM 8 GB,SSD 512 GB,11.990.000₫,10.490.000₫,Quà1.090.000₫,6,3.0,https://www.thegioididong.com/laptop/asus-vivobook-x1404za-i3-nk246w
HP Gaming VICTUS 15 fb1022AX R5 7535HS (94F19PA),HP,RAM 16 GB,SSD 512 GB,25.490.000₫,18.490.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/hp-victus-15-fb1022ax-r5-94f19pa
Asus TUF Gaming A15 FA506NF R5 7535HS (HN012W),Asus,RAM 16 GB,SSD 512 GB,20.990.000₫,17.990.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/asus-tuf-gaming-a15-fa506nf-r5-hn012w
Asus Vivobook 15 OLED A1505VA i5 13500H (L1341W),Asus,RAM 16 GB,SSD 512 GB,19.990.000₫,17.790.000₫,Quà1.090.000₫,21,4.0,https://www.thegioididong.com/laptop/asus-vivobook-15-oled-a1505va-i5-l1341w
Asus Vivobook 15 OLED A1505ZA i5 12500H (L1337W),Asus,RAM 16 GB,SSD 512 GB,18.990.000₫,17.290.000₫,Quà1.090.000₫,11,4.0,https://www.thegioididong.com/laptop/asus-vivobook-15-oled-a1505za-i5-l1337w
HP 240 G9 i5 1235U (6L1Y2PA),HP,RAM 8 GB,SSD 512 GB,18.590.000₫,14.990.000₫,Quà1.090.000₫,53,4.0,https://www.thegioididong.com/laptop/hp-240-g9-i5-6l1y2pa
Acer Gaming Nitro 5 Tiger AN515 58 769J i7 12700H (NH.QFHSV.003),Acer,RAM 8 GB,SSD 512 GB,31.790.000₫,22.490.000₫,Quà1.890.000₫,8,4.0,https://www.thegioididong.com/laptop/acer-nitro-5-an515-58-769j-i7-nhqfhsv003
Asus TUF Gaming A15 FA506NC R5 7535HS (HN017W),Asus,RAM 16 GB,SSD 512 GB,22.990.000₫,19.790.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/asus-tuf-gaming-a15-fa506nc-r5-hn017w
Dell Vostro 15 3520 i5 1235U (i5U165W11GRU),Dell,RAM 16 GB,SSD 512 GB,16.990.000₫,16.490.000₫,Quà100.000₫,0,0.0,https://www.thegioididong.com/laptop/dell-vostro-15-3520-i5-i5u165w11gru?utm_flashsale=1
Lenovo Ideapad Slim 5 14IAH8 i5 12450H (83BF003WVN),Lenovo,RAM 16 GB,SSD 1 TB,18.490.000₫,16.190.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/lenovo-ideapad-5-14iah8-i5-83bf003wvn
Asus Vivobook 16 X1605VA i5 1335U (MB360W),Asus,RAM 16 GB,SSD 512 GB,18.990.000₫,15.990.000₫,Quà1.090.000₫,17,4.0,https://www.thegioididong.com/laptop/asus-vivobook-16-x1605va-i5-mb360w
HP 245 G10 R5 7520U (8F155PA),HP,RAM 8 GB,SSD 512 GB,14.190.000₫,11.390.000₫,Quà1.090.000₫,8,4.5,https://www.thegioididong.com/laptop/hp-245-g10-r5-8f155pa
HP 240 G9 i3 1215U (6L1X7PA),HP,RAM 8 GB,SSD 256 GB,12.990.000₫,10.290.000₫,Quà1.090.000₫,18,4.0,https://www.thegioididong.com/laptop/hp-240-g9-i3-6l1x7pa
HP 15 fd0015TU i7 1355U (A19C5PA),HP,RAM 16 GB,SSD 512 GB,21.990.000₫,19.890.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/hp-15-fd0015tu-i7-a19c5pa
Asus Vivobook S 14 OLED M5406NA R5 7535HS (PP074W),Asus,RAM 16 GB,SSD 512 GB,21.990.000₫,19.490.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/asus-vivobook-s-14-m5406na-r5-pp074w
HP Gaming VICTUS 15 fa1139TX i5 12450H (8Y6W3PA),HP,RAM 16 GB,SSD 512 GB,24.590.000₫,18.990.000₫,Quà1.090.000₫,4,4.0,https://www.thegioididong.com/laptop/hp-victus-15-fa1139tx-i5-8y6w3pa
MSI Gaming GF63 Thin 12UCX i5 12450H (873VN),MSI,RAM 16 GB,SSD 512 GB,18.990.000₫,15.990.000₫,Quà1.090.000₫,6,4.0,https://www.thegioididong.com/laptop/msi-gaming-gf63-thin-12ucx-i5-873vn
Dell Inspiron 15 3520 i5 1235U (i5U085W11BLU),Dell,RAM 8 GB,SSD 512 GB,,15.190.000₫,Quà100.000₫,23,4.0,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5u085w11blu
Acer Aspire Lite 15 51M 5542 i5 1155G7 (NX.KS5SV.001),Acer,RAM 16 GB,SSD 512 GB,13.990.000₫,12.990.000₫,Quà1.090.000₫,4,2.5,https://www.thegioididong.com/laptop/acer-aspire-lite-15-51m-5542-i5-nxks5sv001
Lenovo Ideapad Slim 3 15AMN8 R5 7520U (82XQ00J0VN),Lenovo,RAM 16 GB,SSD 512 GB,14.390.000₫,12.290.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-3-15amn8-r5-82xq00j0vn
Dell Inspiron 15 3530 i7 1355U (N3530I716W1),Dell,RAM 16 GB,SSD 512 GB,25.290.000₫,23.490.000₫,Quà100.000₫,10,4.0,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-n3530i716w1
HP Pavilion 15 eg3093TU i5 1335U (8C5L4PA),HP,RAM 16 GB,SSD 512 GB,21.290.000₫,18.990.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/hp-pavilion-15-eg3093tu-i5-8c5l4pa
HP 240 G10 i5 1335U (9H2E4PT),HP,RAM 16 GB,SSD 512 GB,19.590.000₫,17.190.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/hp-240-g10-i5-9h2e4pt
MSI Gaming GF63 Thin 12UC i7 12650H (887VN),MSI,RAM 8 GB,SSD 512 GB,20.990.000₫,16.990.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/msi-gaming-gf63-thin-12uc-i7-887vn
Asus Vivobook 14 X1404VA i5 1335U (NK050W),Asus,RAM 16 GB,SSD 512 GB,18.490.000₫,15.990.000₫,Quà1.090.000₫,435,4.5,https://www.thegioididong.com/laptop/asus-vivobook-14-x1404va-i5-nk050w
Lenovo Ideapad Slim 3 15IAH8 i5 12450H (83ER000FVN),Lenovo,RAM 16 GB,SSD 1 TB,16.490.000₫,15.390.000₫,Quà1.090.000₫,3,5.0,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-3-15iah8-i5-83er000fvn
Asus Vivobook 15 X1504VA i5 1335U (NJ025W),Asus,RAM 8 GB,SSD 512 GB,17.990.000₫,14.490.000₫,Quà1.090.000₫,18,4.0,https://www.thegioididong.com/laptop/asus-vivobook-15-x1504va-i5-nj025w
Acer Aspire 3 A315 59 5283 i5 1235U (NX.K6TSV.00B),Acer,RAM 8 GB,SSD 512 GB,15.990.000₫,12.990.000₫,Quà1.090.000₫,8,4.0,https://www.thegioididong.com/laptop/acer-aspire-3-a315-59-5283-i5-nxk6tsv00b
Asus TUF Gaming F15 FX507VU i7 13620H (LP167W),Asus,RAM 16 GB,SSD 512 GB,31.990.000₫,28.490.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/asus-tuf-gaming-f15-fx507vu-i7-lp167w
Asus Vivobook 15 OLED A1505ZA i5 12500H (MA415W),Asus,RAM 16 GB,SSD 512 GB,19.990.000₫,17.490.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/asus-asus-vivobook-15-oled-a1505za-i5-ma415w
HP Pavilion 15 eg2082TU i5 1240P (7C0Q5PA),HP,RAM 8 GB,SSD 512 GB,19.790.000₫,16.690.000₫,Quà1.090.000₫,50,4.0,https://www.thegioididong.com/laptop/hp-pavilion-15-eg2082tu-i5-7c0q5pa
Dell Vostro 15 3520 i5 1235U (5M2TT2),Dell,RAM 8 GB,SSD 512 GB,,15.490.000₫,Quà100.000₫,19,4.0,https://www.thegioididong.com/laptop/dell-vostro-15-3520-i5-5m2tt2
Lenovo Ideapad Gaming 3 15ACH6 R5 5500H (82K2027PVN),Lenovo,RAM 16 GB,SSD 512 GB,18.990.000₫,15.990.000₫,Quà1.090.000₫,5,4.0,https://www.thegioididong.com/laptop/lenovo-ideapad-gaming-3-15ach6-r5-82k2027pvn
Dell Vostro 3420 i5 1235U (V4I5702W1),Dell,RAM 8 GB,SSD 512 GB,16.190.000₫,15.490.000₫,Quà100.000₫,0,0.0,https://www.thegioididong.com/laptop/dell-vostro-3420-i5-v4i5702w1
HP 15s fq5162TU i5 1235U (7C134PA),HP,RAM 8 GB,SSD 512 GB,18.890.000₫,15.390.000₫,Quà1.090.000₫,44,4.0,https://www.thegioididong.com/laptop/hp-15s-fq5162tu-i5-7c134pa
Acer Aspire 3 A315 44P R9W8 R7 5700U (NX.KSJSV.002),Acer,RAM 8 GB,SSD 512 GB,12.990.000₫,12.490.000₫,Quà1.090.000₫,3,4.0,https://www.thegioididong.com/laptop/acer-aspire-a315-44p-r9w8-r7-nxksjsv002
MSI Modern 15 B12MO i5 1235U (625VN),MSI,RAM 8 GB,SSD 512 GB,13.990.000₫,11.490.000₫,Quà1.090.000₫,6,4.0,https://www.thegioididong.com/laptop/msi-modern-15-b12mo-i5-625vn
Lenovo Ideapad 3 15IAU7 i3 1215U (82RK00RWVN),Lenovo,RAM 8 GB,SSD 256 GB,10.990.000₫,8.890.000₫,Quà1.090.000₫,7,5.0,https://www.thegioididong.com/laptop/lenovo-ideapad-3-15iau7-i3-82rk00rwvn
MacBook Air 15 inch M2 Sạc 70W,MacBook,RAM 8 GB,SSD 256 GB,32.990.000₫,27.290.000₫,Quà500.000₫,0,0.0,https://www.thegioididong.com/laptop/macbook-air-15-inch-m2-2023-70w
Asus TUF Gaming A15 FA507NU R5 7535HS (LP105W),Asus,RAM 16 GB,SSD 512 GB,26.490.000₫,23.990.000₫,Quà1.090.000₫,4,4.5,https://www.thegioididong.com/laptop/asus-tuf-gaming-a15-fa507nu-r5-lp105w
Lenovo Ideapad Slim 3 15IRH8 i7 13620H (83EM003FVN),Lenovo,RAM 16 GB,SSD 1 TB,19.490.000₫,17.790.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-3-15irh8-i7-83em003fvn
Acer Gaming Aspire 5 A515 58GM 53PZ i5 13420H (NX.KQ4SV.008),Acer,RAM 8 GB,SSD 512 GB,20.490.000₫,17.490.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/acer-aspire-a515-58gm-53pz-i5-nxkq4sv008
HP Pavilion 14 dv2073TU i5 1235U (7C0P2PA),HP,RAM 16 GB,SSD 512 GB,20.990.000₫,17.190.000₫,Quà1.090.000₫,5,4.0,https://www.thegioididong.com/laptop/hp-pavilion-14-dv2073tu-i5-7c0p2pa
Asus Vivobook 15 X1504ZA i5 1235U (NJ1528W),Asus,RAM 16 GB,SSD 1 TB,17.490.000₫,15.390.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/asus-vivobook-15-x1504za-i5-nj1528w
Acer Aspire 3 A314 42P R3B3 R7 5700U (NX.KSFSV.001),Acer,RAM 16 GB,SSD 512 GB,13.990.000₫,13.390.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/acer-aspire-3-a314-42p-r3b3-r7-nxksfsv001
MSI Modern 15 B12MO i5 1235U (628VN),MSI,RAM 16 GB,SSD 512 GB,14.990.000₫,12.490.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/msi-modern-15-b12mo-i5-628vn
Dell Inspiron 15 3520 i3 1215U (i3U082W11BLU),Dell,RAM 8 GB,SSD 256 GB,12.990.000₫,10.490.000₫,Quà100.000₫,25,4.0,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i3-i3u082w11blu
Dell Vostro 15 3520 i3 1215U (V5I3614W1),Dell,RAM 8 GB,SSD 256 GB,12.990.000₫,10.490.000₫,Quà100.000₫,28,4.0,https://www.thegioididong.com/laptop/dell-vostro-3520-i3-v5i3614w1
HP 14 ep0126TU i3 N305 (8U233PA),HP,RAM 8 GB,SSD 256 GB,11.990.000₫,9.290.000₫,Quà1.090.000₫,6,4.0,https://www.thegioididong.com/laptop/hp-14-ep0126tu-i3-8u233pa?utm_flashsale=1
Asus Zenbook 14 OLED UX3405MA Ultra 5 125H (PP151W),Asus,RAM 16 GB,SSD 512 GB,28.990.000₫,26.890.000₫,Quà1.090.000₫,4,4.0,https://www.thegioididong.com/laptop/asus-zenbook-14-oled-ux3405ma-ultra-5-pp151w
HP Pavilion X360 14 ek1049TU i5 1335U (80R27PA),HP,RAM 16 GB,SSD 512 GB,24.290.000₫,21.790.000₫,Quà1.090.000₫,14,4.0,https://www.thegioididong.com/laptop/hp-pavilion-x360-14-ek1049tu-i5-80r27pa
HP Pavilion 15 eg2088TU i7 1260P (7C0R0PA),HP,RAM 16 GB,SSD 512 GB,25.290.000₫,21.490.000₫,Quà1.090.000₫,17,4.5,https://www.thegioididong.com/laptop/hp-pavilion-15-eg2088tu-i7-7c0r0pa
MSI Gaming Cyborg 15 A12VE i7 12650H (240VN),MSI,RAM 16 GB,SSD 512 GB,25.490.000₫,21.490.000₫,Quà990.000₫,0,0.0,https://www.thegioididong.com/laptop/msi-gaming-cyborg-15-a12ve-i7-240vn
Asus Vivobook 15 X1504VA i7 1355U (NJ023W),Asus,RAM 16 GB,SSD 512 GB,22.990.000₫,19.190.000₫,Quà1.090.000₫,11,4.0,https://www.thegioididong.com/laptop/asus-vivobook-15-x1504va-nj023w
HP 15s fq5147TU i7 1255U (7C133PA),HP,RAM 8 GB,SSD 512 GB,20.890.000₫,17.690.000₫,Quà1.090.000₫,28,4.0,https://www.thegioididong.com/laptop/hp-15s-fq5147tu-i7-7c133pa
Lenovo Ideapad 3 15IAU7 i7 1255U (82RK00X0VN),Lenovo,RAM 16 GB,SSD 1 TB,18.990.000₫,16.890.000₫,Quà1.090.000₫,3,3.0,https://www.thegioididong.com/laptop/lenovo-ideapad-3-15iau7-i7-82rk00x0vn
Dell Vostro 15 3520 i5 1235U (V5I5610W1),Dell,RAM 8 GB,SSD 512 GB,,15.490.000₫,Quà100.000₫,6,4.5,https://www.thegioididong.com/laptop/dell-vostro-15-3520-i5-v5i5610w1
Dell Inspiron 15 3520 i5 1235U (71027003),Dell,RAM 8 GB,SSD 512 GB,,15.190.000₫,Quà100.000₫,0,0.0,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-71027003
Acer Aspire 3 A315 58 54XF i5 1135G7 (NX.AM0SV.007),Acer,RAM 8 GB,SSD 512 GB,14.990.000₫,11.490.000₫,Quà1.090.000₫,45,4.0,https://www.thegioididong.com/laptop/acer-aspire-3-a315-58-54xf-i5-nxam0sv007?utm_flashsale=1
Acer Aspire Lite 14 51M 36PN i3 1215U (NX.KTWSV.001),Acer,RAM 8 GB,SSD 512 GB,,10.990.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/acer-aspire-lite-14-51m-36pn-i3-nxktwsv001
HP Gaming VICTUS 16 s0077AX R7 7840HS (8C5N6PA),HP,RAM 16 GB,SSD 512 GB,31.690.000₫,26.290.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/hp-gaming-victus-16-s0077ax-r7-8c5n6pa
HP Pavilion X360 14 ek1047TU i7 1355U (80R25PA),HP,RAM 16 GB,SSD 512 GB,27.590.000₫,24.990.000₫,Quà1.090.000₫,5,5.0,https://www.thegioididong.com/laptop/hp-pavilion-x360-14-ek1047tu-i7-80r25pa
Asus Vivobook 15 OLED A1505VA i9 13900H (L1386W),Asus,RAM 16 GB,SSD 1 TB,24.990.000₫,22.490.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/asus-vivobook-15-oled-a1505va-i9-l1386w
Dell Inspiron 15 3530 i7 1355U (P16WD),Dell,RAM 16 GB,SSD 1 TB,23.490.000₫,21.990.000₫,Quà100.000₫,0,0.0,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-p16wd
Acer Gaming Aspire 7 A715 76G 5806 i5 12450H (NH.QMFSV.002),Acer,RAM 16 GB,SSD 512 GB,22.990.000₫,20.490.000₫,Quà1.890.000₫,0,0.0,https://www.thegioididong.com/laptop/acer-aspire-7-gaming-a715-76g-5806-i5-nhqmfsv002
Acer Aspire 5 A515 58M 79R7 i7 13620H (NX.KQ8SV.007),Acer,RAM 16 GB,SSD 512 GB,20.990.000₫,20.490.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/acer-aspire-5-a515-58m-79r7-i7-nxkq8sv007
MSI Gaming GF63 Thin 12VE i5 12450H (460VN),MSI,RAM 16 GB,SSD 512 GB,22.990.000₫,18.990.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/msi-gf63-thin-12ve-i5-460vn
MSI Gaming Bravo 15 B7ED R5 7535HS (010VN),MSI,RAM 16 GB,SSD 512 GB,18.490.000₫,15.990.000₫,Quà1.090.000₫,5,4.0,https://www.thegioididong.com/laptop/msi-bravo-15-b7ed-r5-010vn
Dell Inspiron 15 3520 i3 1215U (71003264),Dell,RAM 8 GB,SSD 512 GB,13.790.000₫,11.690.000₫,Quà100.000₫,23,4.0,https://www.thegioididong.com/laptop/dell-inspiron-3520-i3-71003264
Acer Aspire 5 A515 58P 34RJ i3 1315U (NX.KHJSV.003),Acer,RAM 8 GB,SSD 512 GB,13.090.000₫,10.990.000₫,Quà1.090.000₫,11,4.5,https://www.thegioididong.com/laptop/acer-aspire-5-a515-58p-34rj-i3-nxkhjsv003
Lenovo IdeaPad 1 15AMN7 R5 7520U (82VG0061VN),Lenovo,RAM 8 GB,SSD 256 GB,12.690.000₫,9.390.000₫,Quà1.090.000₫,59,4.0,https://www.thegioididong.com/laptop/lenovo-ideapad-1-15amn7-r5-82vg0061vn
Asus Zenbook 14 OLED UX3405MA Ultra 7 155H (PP152W),Asus,RAM 32 GB,SSD 1 TB,34.990.000₫,32.990.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/asus-zenbook-14-oled-ux3405ma-ultra-7-pp152w
MSI Gaming Katana 15 B13UDXK i7 13620H (2077VN),MSI,RAM 16 GB,SSD 1 TB,26.990.000₫,23.990.000₫,Quà990.000₫,0,0.0,https://www.thegioididong.com/laptop/msi-katana-15-b13udxk-i7-2077vn
HP Pavilion 15 eg3091TU i7 1355U (8C5L2PA),HP,RAM 16 GB,SSD 512 GB,25.290.000₫,22.790.000₫,Quà1.090.000₫,3,5.0,https://www.thegioididong.com/laptop/hp-pavilion-15-eg3091tu-i7-8c5l2pa
Lenovo Yoga 7 14IRL8 i5 1340P (82YL006AVN),Lenovo,RAM 16 GB,SSD 512 GB,25.990.000₫,22.390.000₫,Quà100.000₫,0,0.0,https://www.thegioididong.com/laptop/lenovo-yoga-7-14irl8-i5-82yl006avn
Dell Inspiron 15 3530 i7 1355U (71035574),Dell,RAM 16 GB,SSD 512 GB,21.990.000₫,21.490.000₫,Quà100.000₫,0,0.0,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-71035574
Asus Vivobook S 14 Flip TP3402VA i5 13500H (LZ031W),Asus,RAM 16 GB,SSD 512 GB,20.990.000₫,19.490.000₫,Quà1.090.000₫,24,4.0,https://www.thegioididong.com/laptop/asus-vivobook-s-14-flip-tp3402va-i5-lz031w
Asus TUF Gaming F15 FX506HF i5 11400H (HN014W),Asus,RAM 8 GB,SSD 512 GB,18.990.000₫,16.990.000₫,Quà1.090.000₫,34,5.0,https://www.thegioididong.com/laptop/asus-tuf-gaming-f15-fx506hf-i5-hn014w
Lenovo V15 G4 IRU i5 1335U (83A1000LVN),Lenovo,RAM 16 GB,SSD 512 GB,17.990.000₫,14.690.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/lenovo-v15-g4-iru-i5-83a1000lvn
Acer Gaming Aspire 7 A715 43G R8GA R5 5625U (NH.QHDSV.002),Acer,RAM 8 GB,SSD 512 GB,21.990.000₫,16.490.000₫,Quà1.890.000₫,27,4.0,https://www.thegioididong.com/laptop/acer-aspire-7-gaming-a715-43g-r8ga-r5-nhqhdsv002?utm_flashsale=1
HP Pavilion 14 dv2074TU i5 1235U (7C0P3PA),HP,RAM 8 GB,SSD 512 GB,19.690.000₫,16.390.000₫,Quà1.090.000₫,40,4.0,https://www.thegioididong.com/laptop/hp-pavilion-14-dv2074tu-i5-7c0p3pa
MSI Gaming GF63 12UC i5 12450H (803VN),MSI,RAM 8 GB,SSD 512 GB,18.990.000₫,15.990.000₫,Quà1.090.000₫,5,4.0,https://www.thegioididong.com/laptop/msi-gf63-12uc-i5-803vn
HP 15 fd0304TU i3 1315U (A2NL5PA),HP,RAM 8 GB,SSD 512 GB,13.490.000₫,11.790.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/hp-15-fd0304tu-i3-a2nl5pa
Acer Aspire 3 A315 59 38PG i3 1215U (NX.K6TSV.00A),Acer,RAM 8 GB,SSD 512 GB,13.990.000₫,10.690.000₫,Quà1.090.000₫,12,4.0,https://www.thegioididong.com/laptop/acer-aspire-3-a315-59-38pg-i3-nxk6tsv00a?utm_flashsale=1
Acer Aspire Lite 14 51M 36MH i3 1215U (NX.KTVSV.001),Acer,RAM 8 GB,SSD 256 GB,,10.490.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/acer-aspire-lite-14-51m-36mh-i3-nxktvsv001
Asus TUF Gaming A15 FA507NV R7 7735HS (LP031W),Asus,RAM 16 GB,SSD 512 GB,31.990.000₫,27.990.000₫,Quà1.090.000₫,3,5.0,https://www.thegioididong.com/laptop/asus-tuf-gaming-a15-fa507nv-r7-lp031w
Acer Gaming Nitro V ANV15 51 55CA i5 13420H (NH.QN8SV.004),Acer,RAM 16 GB,SSD 512 GB,27.990.000₫,26.490.000₫,Quà1.890.000₫,0,0.0,https://www.thegioididong.com/laptop/acer-nitro-v-anv15-51-55ca-i5-nhqn8sv004
Lenovo LOQ Gaming 15IRH8 i5 13420H (82XV00Q4VN),Lenovo,RAM 16 GB,SSD 512 GB,28.990.000₫,25.490.000₫,Quà1.090.000₫,0,0.0,https://www.thegioididong.com/laptop/lenovo-loq-gaming-15irh8-i5-82xv00q4vn
